compound	MetaboliteName	Rsq	VarDisp	ModelPVal	ModelPValFDRAdj	Slope	Intercept	Species	VarShare	PosVarShare	NumSynthGenes	SynthGenes	NumDegGenes	DegGenes
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Bacteroides_sp_3_1_23	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Butyrivibrio_crossotus_DSM_2876	0.0834423129291876	0.437162121519159	0		1	LEUabc
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Clostridium_tyrobutyricum_DSM_2637	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Fusobacterium_nucleatum_subsp_animalis_D11	0.00651180022391445	0.0341159335217758	0		1	LEUabc
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Gemella_haemolysans_ATCC_10379	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Lactobacillus_gasseri_ATCC_33323	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Lactobacillus_iners_DSM_13335	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Lactobacillus_jensenii_1153	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Lactobacillus_reuteri_F275_JCM_1112	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Lactobacillus_salivarius_HO66_ATCC_11741	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Mitsuokella_jalaludinii_DSM_13811	0.0528130872359946	0.276692728779667	0		1	LEUabc
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Mobiluncus_curtisii_ATCC_43063	0.0186613930133296	0.0977687922808807	0		1	LEUabc
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Paenibacillus_lactis_154	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Peptoniphilus_harei_ACS_146_V_Sch2b	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Peptoniphilus_lacrimalis_DSM_7455	0.0022087613713064	0.0115719084612301	0		1	LEUabc
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Prevotella_disiens_FB035_09AN	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Prevotella_oralis_ATCC_33269	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Prevotella_timonensis_CRIS_5C_B1	0	0	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Rare/Low-abundance	0.00749460516038305	0.0392649409735554	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	NA	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Residual	0.855719271717438	NA	NA	NA	NA	NA
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Streptococcus_agalactiae_A909	0.00215921630165939	0.0113123371838126	0		1	LEUabc
C00123	L-Leucine	0.144280728282562	99.3284132832783	0.0000140099839021079	0.00047633945267167	0.00782126131247488	16.6817189940222	Streptococcus_infantis_ATCC_700779	0.0175815202348651	0.0921112372799193	0		1	LEUabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Anaerococcus_prevotii_DSM_20548	-0.000120227065608245	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Bacillus_pumilus_ATCC_7061	0.00240611385786107	0.0324857031227613	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Bacillus_thermoamylovorans	0.00822325955140928	0.111024824372179	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Bacteroides_faecis_MAJ27	-0.00688196032082885	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Bacteroides_sp_3_1_23	-0.00390185526835588	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Butyrivibrio_crossotus_DSM_2876	-0.0213926885529491	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Clostridium_tyrobutyricum_DSM_2637	-0.000724329340969372	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Fusobacterium_nucleatum_subsp_animalis_D11	-0.000492854907644024	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Gemella_haemolysans_ATCC_10379	-0.000280054524194182	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Lactobacillus_gasseri_ATCC_33323	0.00041743264766091	0.0056358900146626	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Lactobacillus_iners_DSM_13335	0.0412953186671209	0.557541139708347	0		1	PTRCt2
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Lactobacillus_jensenii_1153	0.000385526532425038	0.00520511547589055	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Lactobacillus_reuteri_F275_JCM_1112	0.0030189710210412	0.0407600812427666	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Lactobacillus_salivarius_HO66_ATCC_11741	0.015682661687799	0.211736568533556	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Mitsuokella_jalaludinii_DSM_13811	-0.00799077560082045	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Mobiluncus_curtisii_ATCC_43063	0	0	NA	NA	NA	NA
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Paenibacillus_lactis_154	-0.000710785308088525	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Peptoniphilus_harei_ACS_146_V_Sch2b	-0.000374879248460188	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Peptoniphilus_lacrimalis_DSM_7455	-0.00156216983267336	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Prevotella_disiens_FB035_09AN	-0.000483714615021059	0	0		1	PTRCabc
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Prevotella_oralis_ATCC_33269	0	0	NA	NA	NA	NA
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Prevotella_timonensis_CRIS_5C_B1	0	0	NA	NA	NA	NA
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Rare/Low-abundance	-0.000679324597733076	0	NA	NA	NA	NA
C00134	Putrescine	0.0284712356656478	NA	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Residual	0.971528764334352	NA	NA	NA	NA	NA
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Streptococcus_agalactiae_A909	0.000315887481383272	0.00426489665353412	0		1	PTRCt2
C00134	Putrescine	0.0284712356656478	159.345983154474	0.0504417177053792	0.131924492460223	0.001851549027221	14.860818795101	Streptococcus_infantis_ATCC_700779	0.00232168340229344	0.031345780876302	0		1	PTRCabc
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Anaerococcus_prevotii_DSM_20548	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Bacillus_pumilus_ATCC_7061	0	0	1	PPAt2	1	PPAt2i
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Bacillus_thermoamylovorans	0	0	1	PPAt2	1	PPAt2i
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Bacteroides_faecis_MAJ27	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Bacteroides_sp_3_1_23	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Butyrivibrio_crossotus_DSM_2876	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Clostridium_tyrobutyricum_DSM_2637	-0.00175487258792546	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Fusobacterium_nucleatum_subsp_animalis_D11	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Gemella_haemolysans_ATCC_10379	-0.000284637552639809	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Lactobacillus_gasseri_ATCC_33323	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Lactobacillus_iners_DSM_13335	0.118042009235646	0.965600727702842	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Lactobacillus_jensenii_1153	0.000544789344371364	0.00445645572094251	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Lactobacillus_reuteri_F275_JCM_1112	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Lactobacillus_salivarius_HO66_ATCC_11741	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Mitsuokella_jalaludinii_DSM_13811	-0.00941011083425404	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Mobiluncus_curtisii_ATCC_43063	-0.00100744035160167	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Paenibacillus_lactis_154	-0.000906975774167998	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Peptoniphilus_harei_ACS_146_V_Sch2b	-0.000463558608823401	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Peptoniphilus_lacrimalis_DSM_7455	-0.00183562653289548	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Prevotella_disiens_FB035_09AN	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Prevotella_oralis_ATCC_33269	-0.000892642558610156	0	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Prevotella_timonensis_CRIS_5C_B1	0	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Rare/Low-abundance	-0.00114155808528052	0	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	NA	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Residual	0.895450198076761	NA	NA	NA	NA	NA
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Streptococcus_agalactiae_A909	0.000430965092246828	0.00352535685712807	1	PPAt2	0	
C00163	Propanoate	0.104549801923239	117.761369199428	0.0000526821928568122	0.000630714036609377	-0.00211079778396258	10.7873594912768	Streptococcus_infantis_ATCC_700779	0.00322946113717357	0.0264174597190877	1	PPAt2	0	
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Anaerococcus_prevotii_DSM_20548	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Bacillus_pumilus_ATCC_7061	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Bacillus_thermoamylovorans	0.0259547366900673	0.274338885043913	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Bacteroides_faecis_MAJ27	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Bacteroides_sp_3_1_23	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Butyrivibrio_crossotus_DSM_2876	-0.0135976482381599	0	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Clostridium_tyrobutyricum_DSM_2637	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Fusobacterium_nucleatum_subsp_animalis_D11	0.00217821316120815	0.0230234880503529	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Gemella_haemolysans_ATCC_10379	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Lactobacillus_gasseri_ATCC_33323	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Lactobacillus_iners_DSM_13335	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Lactobacillus_jensenii_1153	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Lactobacillus_reuteri_F275_JCM_1112	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Lactobacillus_salivarius_HO66_ATCC_11741	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Mitsuokella_jalaludinii_DSM_13811	0.0123074262258259	0.130088223543621	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Mobiluncus_curtisii_ATCC_43063	0.00601838116273101	0.063613667041545	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Paenibacillus_lactis_154	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Peptoniphilus_harei_ACS_146_V_Sch2b	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Peptoniphilus_lacrimalis_DSM_7455	-0.00163575000636481	0	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Prevotella_disiens_FB035_09AN	-0.000306153912895566	0	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Prevotella_oralis_ATCC_33269	0	0	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Prevotella_timonensis_CRIS_5C_B1	0.033600975027402	0.35515883422287	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Rare/Low-abundance	0.00385540080471197	0.0407511881469735	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	NA	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Residual	0.920931247957625	NA	NA	NA	NA	NA
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Streptococcus_agalactiae_A909	0.0012364025447345	0.013068647146697	0		1	VALabc
C00183	L-Valine	0.0790687520423754	92.0430193571764	0.00237228346246809	0.011522519674845	0.00334374600395904	14.8618857297514	Streptococcus_infantis_ATCC_700779	0.00945676858311477	0.099957066804028	0		1	VALabc
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Anaerococcus_prevotii_DSM_20548	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Bacillus_pumilus_ATCC_7061	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Bacillus_thermoamylovorans	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Bacteroides_faecis_MAJ27	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Bacteroides_sp_3_1_23	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Butyrivibrio_crossotus_DSM_2876	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Clostridium_tyrobutyricum_DSM_2637	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Fusobacterium_nucleatum_subsp_animalis_D11	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Gemella_haemolysans_ATCC_10379	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Lactobacillus_gasseri_ATCC_33323	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Lactobacillus_iners_DSM_13335	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Lactobacillus_jensenii_1153	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Lactobacillus_reuteri_F275_JCM_1112	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Lactobacillus_salivarius_HO66_ATCC_11741	0.0704538633339964	0.986485593804458	0		1	NACUP
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Mitsuokella_jalaludinii_DSM_13811	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Mobiluncus_curtisii_ATCC_43063	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Paenibacillus_lactis_154	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Peptoniphilus_harei_ACS_146_V_Sch2b	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Peptoniphilus_lacrimalis_DSM_7455	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Prevotella_disiens_FB035_09AN	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Prevotella_oralis_ATCC_33269	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Prevotella_timonensis_CRIS_5C_B1	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Rare/Low-abundance	0.000965186043385413	0.0135144061955421	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	NA	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Residual	0.928580950622618	NA	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Streptococcus_agalactiae_A909	0	0	NA	NA	NA	NA
C00253	Nicotinate	0.0714190493773819	14.1184818725661	0.0027997810845688	0.0118990696094174	0.00168607824950134	11.7847802281129	Streptococcus_infantis_ATCC_700779	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Anaerococcus_prevotii_DSM_20548	0.00000438832978749949	0.0000725961502629772	0		1	HYXNti
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Bacillus_pumilus_ATCC_7061	0.00094880820630751	0.0156961364462752	0		1	HYXNti
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Bacillus_thermoamylovorans	-0.0094022525152366	0	0		1	HYXNti
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Bacteroides_faecis_MAJ27	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Bacteroides_sp_3_1_23	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Butyrivibrio_crossotus_DSM_2876	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Clostridium_tyrobutyricum_DSM_2637	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Fusobacterium_nucleatum_subsp_animalis_D11	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Gemella_haemolysans_ATCC_10379	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Lactobacillus_gasseri_ATCC_33323	0	0	NA	NA	NA	NA
C00262	Hypoxanthine	0.0244840868931799	71.0706898504374	0.0592697086224934	0.143940720940341	-0.000654230594568416	15.334330886123	Lactobacillus_iners_DSM_13335	0.058636483724982	0.970023491743304	0		1	HYXNti
