OTU	KO	Reac	Prod	stoichReac	stoichProd	normalized_copy_number	LB	UB	Reversible	KEGGReac	KEGGProd
Escherichia_coli_SE11	TCDCHOLBHSe	tdchola[e]	taur[e]	1	1	0.142857142857143	0	1000	0	C05465	C00245
Escherichia_coli_SE11	TCHOLBHSe	h2o[e]	taur[e]	1	1	0.142857142857143	0	1000	0	C00001	C00245
Escherichia_coli_SE11	TCHOLBHSe	tchola[e]	taur[e]	1	1	0.142857142857143	0	1000	0	NA	C00245
Escherichia_coli_SE11	URAt2	ura[e]	h[c]	1	1	0.142857142857143	0	1000	0	C00106	C00282
Escherichia_coli_SE11	URAt2	ura[e]	ura[c]	1	1	0.142857142857143	0	1000	0	C00106	C00106
Escherichia_coli_SE11	URIt2	uri[e]	h[c]	1	1	0.142857142857143	0	1000	0	C00299	C00282
Escherichia_coli_SE11	URIt2	uri[e]	uri[c]	1	1	0.142857142857143	0	1000	0	C00299	C00299
Escherichia_coli_SE11	URIt4	uri[e]	uri[c]	1	1	0.142857142857143	0	1000	0	C00299	C00299
Escherichia_coli_SE11	URIt4	uri[e]	na1[c]	1	1	0.142857142857143	0	1000	0	C00299	C01330
Escherichia_coli_SE11	VALabc	val_L[e]	h[c]	1	1	0.142857142857143	0	1000	0	C00183	C00282
Escherichia_coli_SE11	VALabc	val_L[e]	pi[c]	1	1	0.142857142857143	0	1000	0	C00183	C00009
Escherichia_coli_SE11	VALabc	val_L[e]	adp[c]	1	1	0.142857142857143	0	1000	0	C00183	C00008
Escherichia_coli_SE11	VALabc	val_L[e]	val_L[c]	1	1	0.142857142857143	0	1000	0	C00183	C00183
Escherichia_coli_SE11	VALt2r	val_L[e]	h[c]	1	1	0.142857142857143	-1000	1000	1	C00183	C00282
Escherichia_coli_SE11	VALt2r	val_L[e]	val_L[c]	1	1	0.142857142857143	-1000	1000	1	C00183	C00183
Escherichia_coli_SE11	XANt2	xan[e]	h[c]	1	1	0.142857142857143	0	1000	0	C00385	C00282
Escherichia_coli_SE11	XANt2	xan[e]	xan[c]	1	1	0.142857142857143	0	1000	0	C00385	C00385
Escherichia_coli_SE11	r1144	glu_L[e]	glu_L[c]	1	1	0.142857142857143	0	1000	0	C00025	C00025
Escherichia_coli_SE11	r1144	glu_L[e]	na1[c]	1	1	0.142857142857143	0	1000	0	C00025	C01330
Escherichia_coli_SE11	r1667	arg_L[e]	arg_L[c]	1	1	0.142857142857143	-1000	1000	1	C00062	C00062
Escherichia_coli_SE11	r1667	orn[c]	orn[e]	1	1	0.142857142857143	-1000	1000	1	C00077	C00077
Escherichia_coli_SE11	r1667	arg_L[e]	orn[e]	1	1	0.142857142857143	-1000	1000	1	C00062	C00077
Eubacterium_siraeum_DSM_15702	AMY1e	h2o[e]	glc_D[e]	8	8	0.25	0	1000	0	C00001	C00031
Eubacterium_siraeum_DSM_15702	AMY1e	strch1[e]	glc_D[e]	1	8	0.25	0	1000	0	NA	C00031
Eubacterium_siraeum_DSM_15702	ARGabc	arg_L[e]	h[c]	1	1	0.25	0	1000	0	C00062	C00282
Eubacterium_siraeum_DSM_15702	ARGabc	arg_L[e]	pi[c]	1	1	0.25	0	1000	0	C00062	C00009
Eubacterium_siraeum_DSM_15702	ARGabc	arg_L[e]	adp[c]	1	1	0.25	0	1000	0	C00062	C00008
Eubacterium_siraeum_DSM_15702	ARGabc	arg_L[e]	arg_L[c]	1	1	0.25	0	1000	0	C00062	C00062
Eubacterium_siraeum_DSM_15702	ASPt2r	asp_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00049	C00282
Eubacterium_siraeum_DSM_15702	ASPt2r	asp_L[e]	asp_L[c]	1	1	0.25	-1000	1000	1	C00049	C00049
Eubacterium_siraeum_DSM_15702	BTNabc	btn[e]	h[c]	1	1	0.25	0	1000	0	C00120	C00282
Eubacterium_siraeum_DSM_15702	BTNabc	btn[e]	pi[c]	1	1	0.25	0	1000	0	C00120	C00009
Eubacterium_siraeum_DSM_15702	BTNabc	btn[e]	adp[c]	1	1	0.25	0	1000	0	C00120	C00008
Eubacterium_siraeum_DSM_15702	BTNabc	btn[e]	btn[c]	1	1	0.25	0	1000	0	C00120	C00120
Eubacterium_siraeum_DSM_15702	GCDCHOLBHSe	h2o[e]	gly[e]	1	1	0.25	0	1000	0	C00001	C00037
Eubacterium_siraeum_DSM_15702	GCDCHOLBHSe	dgchol[e]	gly[e]	1	1	0.25	0	1000	0	C05466	C00037
Eubacterium_siraeum_DSM_15702	GCHOLBHSe	h2o[e]	gly[e]	1	1	0.25	0	1000	0	C00001	C00037
Eubacterium_siraeum_DSM_15702	GCHOLBHSe	gchola[e]	gly[e]	1	1	0.25	0	1000	0	C01921	C00037
Eubacterium_siraeum_DSM_15702	GLCabc	glc_D[e]	h[c]	1	1	0.25	0	1000	0	C00031	C00282
Eubacterium_siraeum_DSM_15702	GLCabc	glc_D[e]	pi[c]	1	1	0.25	0	1000	0	C00031	C00009
Eubacterium_siraeum_DSM_15702	GLCabc	glc_D[e]	adp[c]	1	1	0.25	0	1000	0	C00031	C00008
Eubacterium_siraeum_DSM_15702	GLCabc	glc_D[e]	glc_D[c]	1	1	0.25	0	1000	0	C00031	C00031
Eubacterium_siraeum_DSM_15702	GLNabc	gln_L[e]	h[c]	1	1	0.25	0	1000	0	C00064	C00282
Eubacterium_siraeum_DSM_15702	GLNabc	gln_L[e]	pi[c]	1	1	0.25	0	1000	0	C00064	C00009
Eubacterium_siraeum_DSM_15702	GLNabc	gln_L[e]	adp[c]	1	1	0.25	0	1000	0	C00064	C00008
Eubacterium_siraeum_DSM_15702	GLNabc	gln_L[e]	gln_L[c]	1	1	0.25	0	1000	0	C00064	C00064
Eubacterium_siraeum_DSM_15702	GLUabc	glu_L[e]	h[c]	1	1	0.25	0	1000	0	C00025	C00282
Eubacterium_siraeum_DSM_15702	GLUabc	glu_L[e]	glu_L[c]	1	1	0.25	0	1000	0	C00025	C00025
Eubacterium_siraeum_DSM_15702	GLUabc	glu_L[e]	pi[c]	1	1	0.25	0	1000	0	C00025	C00009
Eubacterium_siraeum_DSM_15702	GLUabc	glu_L[e]	adp[c]	1	1	0.25	0	1000	0	C00025	C00008
Eubacterium_siraeum_DSM_15702	GLUt4r	glu_L[e]	glu_L[c]	1	1	0.25	-1000	1000	1	C00025	C00025
Eubacterium_siraeum_DSM_15702	GLUt4r	glu_L[e]	na1[c]	1	1	0.25	-1000	1000	1	C00025	C01330
Eubacterium_siraeum_DSM_15702	GLYt2r	gly[e]	h[c]	1	1	0.25	-1000	1000	1	C00037	C00282
Eubacterium_siraeum_DSM_15702	GLYt2r	gly[e]	gly[c]	1	1	0.25	-1000	1000	1	C00037	C00037
Eubacterium_siraeum_DSM_15702	HISt2r	his_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00135	C00282
Eubacterium_siraeum_DSM_15702	HISt2r	his_L[e]	his_L[c]	1	1	0.25	-1000	1000	1	C00135	C00135
Eubacterium_siraeum_DSM_15702	HYXNt	hxan[e]	hxan[c]	1	1	0.25	-1000	1000	1	C00262	C00262
Eubacterium_siraeum_DSM_15702	ILEabc	ile_L[e]	h[c]	1	1	0.25	0	1000	0	C00407	C00282
Eubacterium_siraeum_DSM_15702	ILEabc	ile_L[e]	pi[c]	1	1	0.25	0	1000	0	C00407	C00009
Eubacterium_siraeum_DSM_15702	ILEabc	ile_L[e]	adp[c]	1	1	0.25	0	1000	0	C00407	C00008
Eubacterium_siraeum_DSM_15702	ILEabc	ile_L[e]	ile_L[c]	1	1	0.25	0	1000	0	C00407	C00407
Eubacterium_siraeum_DSM_15702	LEUabc	leu_L[e]	h[c]	1	1	0.25	0	1000	0	C00123	C00282
Eubacterium_siraeum_DSM_15702	LEUabc	leu_L[e]	pi[c]	1	1	0.25	0	1000	0	C00123	C00009
Eubacterium_siraeum_DSM_15702	LEUabc	leu_L[e]	adp[c]	1	1	0.25	0	1000	0	C00123	C00008
Eubacterium_siraeum_DSM_15702	LEUabc	leu_L[e]	leu_L[c]	1	1	0.25	0	1000	0	C00123	C00123
Eubacterium_siraeum_DSM_15702	LYSt2r	lys_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00047	C00282
Eubacterium_siraeum_DSM_15702	LYSt2r	lys_L[e]	lys_L[c]	1	1	0.25	-1000	1000	1	C00047	C00047
Eubacterium_siraeum_DSM_15702	METabc	met_L[e]	h[c]	1	1	0.25	0	1000	0	C00073	C00282
Eubacterium_siraeum_DSM_15702	METabc	met_L[e]	pi[c]	1	1	0.25	0	1000	0	C00073	C00009
Eubacterium_siraeum_DSM_15702	METabc	met_L[e]	adp[c]	1	1	0.25	0	1000	0	C00073	C00008
Eubacterium_siraeum_DSM_15702	METabc	met_L[e]	met_L[c]	1	1	0.25	0	1000	0	C00073	C00073
Eubacterium_siraeum_DSM_15702	NACt2r	h[c]	nac[e]	1	1	0.25	-1000	1000	1	C00282	C00253
Eubacterium_siraeum_DSM_15702	NACt2r	nac[c]	nac[e]	1	1	0.25	-1000	1000	1	C00253	C00253
Eubacterium_siraeum_DSM_15702	O16G2e	h2o[e]	glc_D[e]	1	1	0.25	0	1000	0	C00001	C00031
Eubacterium_siraeum_DSM_15702	O16G2e	strch2[e]	glc_D[e]	1	1	0.25	0	1000	0	NA	C00031
Eubacterium_siraeum_DSM_15702	PNTOabc	pnto_R[e]	h[c]	1	1	0.25	0	1000	0	C00864	C00282
Eubacterium_siraeum_DSM_15702	PNTOabc	pnto_R[e]	pi[c]	1	1	0.25	0	1000	0	C00864	C00009
Eubacterium_siraeum_DSM_15702	PNTOabc	pnto_R[e]	adp[c]	1	1	0.25	0	1000	0	C00864	C00008
Eubacterium_siraeum_DSM_15702	PNTOabc	pnto_R[e]	pnto_R[c]	1	1	0.25	0	1000	0	C00864	C00864
Eubacterium_siraeum_DSM_15702	PROt4r	pro_L[e]	na1[c]	1	1	0.25	-1000	1000	1	C00148	C01330
Eubacterium_siraeum_DSM_15702	PROt4r	pro_L[e]	pro_L[c]	1	1	0.25	-1000	1000	1	C00148	C00148
Eubacterium_siraeum_DSM_15702	SUCCt2r	succ[e]	h[c]	1	1	0.25	-1000	1000	1	C00042	C00282
Eubacterium_siraeum_DSM_15702	SUCCt2r	succ[e]	succ[c]	1	1	0.25	-1000	1000	1	C00042	C00042
Eubacterium_siraeum_DSM_15702	TCDCHOLBHSe	h2o[e]	taur[e]	1	1	0.25	0	1000	0	C00001	C00245
Eubacterium_siraeum_DSM_15702	TCDCHOLBHSe	tdchola[e]	taur[e]	1	1	0.25	0	1000	0	C05465	C00245
Eubacterium_siraeum_DSM_15702	TCHOLBHSe	h2o[e]	taur[e]	1	1	0.25	0	1000	0	C00001	C00245
Eubacterium_siraeum_DSM_15702	TCHOLBHSe	tchola[e]	taur[e]	1	1	0.25	0	1000	0	NA	C00245
Eubacterium_siraeum_DSM_15702	URIt4	uri[e]	na1[c]	1	1	0.25	0	1000	0	C00299	C01330
Eubacterium_siraeum_DSM_15702	URIt4	uri[e]	uri[c]	1	1	0.25	0	1000	0	C00299	C00299
Eubacterium_siraeum_DSM_15702	VALabc	val_L[e]	h[c]	1	1	0.25	0	1000	0	C00183	C00282
Eubacterium_siraeum_DSM_15702	VALabc	val_L[e]	pi[c]	1	1	0.25	0	1000	0	C00183	C00009
Eubacterium_siraeum_DSM_15702	VALabc	val_L[e]	adp[c]	1	1	0.25	0	1000	0	C00183	C00008
Eubacterium_siraeum_DSM_15702	VALabc	val_L[e]	val_L[c]	1	1	0.25	0	1000	0	C00183	C00183
Finegoldia_magna_ATCC_29328	ARGt2	arg_L[e]	h[c]	1	1	0.25	0	1000	0	C00062	C00282
Finegoldia_magna_ATCC_29328	ARGt2	arg_L[e]	arg_L[c]	1	1	0.25	0	1000	0	C00062	C00062
Finegoldia_magna_ATCC_29328	ASPt2r	asp_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00049	C00282
Finegoldia_magna_ATCC_29328	ASPt2r	asp_L[e]	asp_L[c]	1	1	0.25	-1000	1000	1	C00049	C00049
Finegoldia_magna_ATCC_29328	BTNabc	btn[e]	adp[c]	1	1	0.25	0	1000	0	C00120	C00008
Finegoldia_magna_ATCC_29328	BTNabc	btn[e]	pi[c]	1	1	0.25	0	1000	0	C00120	C00009
Finegoldia_magna_ATCC_29328	BTNabc	btn[e]	h[c]	1	1	0.25	0	1000	0	C00120	C00282
Finegoldia_magna_ATCC_29328	BTNabc	btn[e]	btn[c]	1	1	0.25	0	1000	0	C00120	C00120
Finegoldia_magna_ATCC_29328	GLCabc	glc_D[e]	adp[c]	1	1	0.25	0	1000	0	C00031	C00008
Finegoldia_magna_ATCC_29328	GLCabc	glc_D[e]	pi[c]	1	1	0.25	0	1000	0	C00031	C00009
Finegoldia_magna_ATCC_29328	GLCabc	glc_D[e]	h[c]	1	1	0.25	0	1000	0	C00031	C00282
Finegoldia_magna_ATCC_29328	GLCabc	glc_D[e]	glc_D[c]	1	1	0.25	0	1000	0	C00031	C00031
Finegoldia_magna_ATCC_29328	GLCpts	glc_D[e]	pyr[c]	1	1	0.25	0	1000	0	C00031	C00022
Finegoldia_magna_ATCC_29328	GLCpts	glc_D[e]	g6p[c]	1	1	0.25	0	1000	0	C00031	C00092
Finegoldia_magna_ATCC_29328	GLNt2r	gln_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00064	C00282
Finegoldia_magna_ATCC_29328	GLNt2r	gln_L[e]	gln_L[c]	1	1	0.25	-1000	1000	1	C00064	C00064
Finegoldia_magna_ATCC_29328	GLUt2r	glu_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00025	C00282
Finegoldia_magna_ATCC_29328	GLUt2r	glu_L[e]	glu_L[c]	1	1	0.25	-1000	1000	1	C00025	C00025
Finegoldia_magna_ATCC_29328	GLUt4r	glu_L[e]	glu_L[c]	1	1	0.25	-1000	1000	1	C00025	C00025
Finegoldia_magna_ATCC_29328	GLUt4r	glu_L[e]	na1[c]	1	1	0.25	-1000	1000	1	C00025	C01330
Finegoldia_magna_ATCC_29328	GLYt4r	gly[e]	gly[c]	1	1	0.25	-1000	1000	1	C00037	C00037
Finegoldia_magna_ATCC_29328	GLYt4r	gly[e]	na1[c]	1	1	0.25	-1000	1000	1	C00037	C01330
Finegoldia_magna_ATCC_29328	HISt2r	his_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00135	C00282
Finegoldia_magna_ATCC_29328	HISt2r	his_L[e]	his_L[c]	1	1	0.25	-1000	1000	1	C00135	C00135
Finegoldia_magna_ATCC_29328	HYXNt	hxan[e]	hxan[c]	1	1	0.25	-1000	1000	1	C00262	C00262
Finegoldia_magna_ATCC_29328	ILEt2r	ile_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00407	C00282
Finegoldia_magna_ATCC_29328	ILEt2r	ile_L[e]	ile_L[c]	1	1	0.25	-1000	1000	1	C00407	C00407
Finegoldia_magna_ATCC_29328	LEUt2r	leu_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00123	C00282
Finegoldia_magna_ATCC_29328	LEUt2r	leu_L[e]	leu_L[c]	1	1	0.25	-1000	1000	1	C00123	C00123
Finegoldia_magna_ATCC_29328	LYSabc	lys_L[e]	adp[c]	1	1	0.25	0	1000	0	C00047	C00008
Finegoldia_magna_ATCC_29328	LYSabc	lys_L[e]	pi[c]	1	1	0.25	0	1000	0	C00047	C00009
Finegoldia_magna_ATCC_29328	LYSabc	lys_L[e]	h[c]	1	1	0.25	0	1000	0	C00047	C00282
Finegoldia_magna_ATCC_29328	LYSabc	lys_L[e]	lys_L[c]	1	1	0.25	0	1000	0	C00047	C00047
Finegoldia_magna_ATCC_29328	METabc	met_L[e]	adp[c]	1	1	0.25	0	1000	0	C00073	C00008
Finegoldia_magna_ATCC_29328	METabc	met_L[e]	pi[c]	1	1	0.25	0	1000	0	C00073	C00009
Finegoldia_magna_ATCC_29328	METabc	met_L[e]	h[c]	1	1	0.25	0	1000	0	C00073	C00282
Finegoldia_magna_ATCC_29328	METabc	met_L[e]	met_L[c]	1	1	0.25	0	1000	0	C00073	C00073
Finegoldia_magna_ATCC_29328	METt2r	met_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00073	C00282
Finegoldia_magna_ATCC_29328	METt2r	met_L[e]	met_L[c]	1	1	0.25	-1000	1000	1	C00073	C00073
Finegoldia_magna_ATCC_29328	NACt2r	h[c]	nac[e]	1	1	0.25	-1000	1000	1	C00282	C00253
Finegoldia_magna_ATCC_29328	NACt2r	nac[c]	nac[e]	1	1	0.25	-1000	1000	1	C00253	C00253
Finegoldia_magna_ATCC_29328	PPAt2	ppa[c]	ppa[e]	1	1	0.25	0	1000	0	C00163	C00163
Finegoldia_magna_ATCC_29328	PROt2r	pro_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00148	C00282
Finegoldia_magna_ATCC_29328	PROt2r	pro_L[e]	pro_L[c]	1	1	0.25	-1000	1000	1	C00148	C00148
Finegoldia_magna_ATCC_29328	PTRCt2	ptrc[e]	h[c]	1	1	0.25	0	1000	0	C00134	C00282
Finegoldia_magna_ATCC_29328	PTRCt2	ptrc[e]	ptrc[c]	1	1	0.25	0	1000	0	C00134	C00134
Finegoldia_magna_ATCC_29328	SBTpts	sbt_D[e]	pyr[c]	1	1	0.25	0	1000	0	C00794	C00022
Finegoldia_magna_ATCC_29328	SBTpts	sbt_D[e]	sbt6p[c]	1	1	0.25	0	1000	0	C00794	NA
Finegoldia_magna_ATCC_29328	SPMDabc	spmd[e]	adp[c]	1	1	0.25	0	1000	0	C00315	C00008
Finegoldia_magna_ATCC_29328	SPMDabc	spmd[e]	pi[c]	1	1	0.25	0	1000	0	C00315	C00009
Finegoldia_magna_ATCC_29328	SPMDabc	spmd[e]	h[c]	1	1	0.25	0	1000	0	C00315	C00282
Finegoldia_magna_ATCC_29328	SPMDabc	spmd[e]	spmd[c]	1	1	0.25	0	1000	0	C00315	C00315
Finegoldia_magna_ATCC_29328	URAt2	ura[e]	h[c]	1	1	0.25	0	1000	0	C00106	C00282
Finegoldia_magna_ATCC_29328	URAt2	ura[e]	ura[c]	1	1	0.25	0	1000	0	C00106	C00106
Finegoldia_magna_ATCC_29328	VALt2r	val_L[e]	h[c]	1	1	0.25	-1000	1000	1	C00183	C00282
Finegoldia_magna_ATCC_29328	VALt2r	val_L[e]	val_L[c]	1	1	0.25	-1000	1000	1	C00183	C00183
Finegoldia_magna_ATCC_29328	XANt2	xan[e]	h[c]	1	1	0.25	0	1000	0	C00385	C00282
Finegoldia_magna_ATCC_29328	XANt2	xan[e]	xan[c]	1	1	0.25	0	1000	0	C00385	C00385
Fusobacterium_gonidiaformans_ATCC_25563	ARGt2	arg_L[e]	h[c]	1	1	0.2	0	1000	0	C00062	C00282
Fusobacterium_gonidiaformans_ATCC_25563	ARGt2	arg_L[e]	arg_L[c]	1	1	0.2	0	1000	0	C00062	C00062
Fusobacterium_gonidiaformans_ATCC_25563	ASPt2r	asp_L[e]	h[c]	1	1	0.2	-1000	1000	1	C00049	C00282
Fusobacterium_gonidiaformans_ATCC_25563	ASPt2r	asp_L[e]	asp_L[c]	1	1	0.2	-1000	1000	1	C00049	C00049
Fusobacterium_gonidiaformans_ATCC_25563	BTNabc	btn[e]	h[c]	1	1	0.2	0	1000	0	C00120	C00282
Fusobacterium_gonidiaformans_ATCC_25563	BTNabc	btn[e]	adp[c]	1	1	0.2	0	1000	0	C00120	C00008
Fusobacterium_gonidiaformans_ATCC_25563	BTNabc	btn[e]	pi[c]	1	1	0.2	0	1000	0	C00120	C00009
Fusobacterium_gonidiaformans_ATCC_25563	BTNabc	btn[e]	btn[c]	1	1	0.2	0	1000	0	C00120	C00120
Fusobacterium_gonidiaformans_ATCC_25563	GLCpts	glc_D[e]	pyr[c]	1	1	0.2	0	1000	0	C00031	C00022
Fusobacterium_gonidiaformans_ATCC_25563	GLCpts	glc_D[e]	g6p[c]	1	1	0.2	0	1000	0	C00031	C00092
Fusobacterium_gonidiaformans_ATCC_25563	GLNt4	gln_L[e]	gln_L[c]	1	1	0.2	0	1000	0	C00064	C00064
Fusobacterium_gonidiaformans_ATCC_25563	GLNt4	gln_L[e]	na1[c]	1	1	0.2	0	1000	0	C00064	C01330
Fusobacterium_gonidiaformans_ATCC_25563	GLUt2r	glu_L[e]	h[c]	1	1	0.2	-1000	1000	1	C00025	C00282
Fusobacterium_gonidiaformans_ATCC_25563	GLUt2r	glu_L[e]	glu_L[c]	1	1	0.2	-1000	1000	1	C00025	C00025
Fusobacterium_gonidiaformans_ATCC_25563	GLYt4r	gly[e]	gly[c]	1	1	0.2	-1000	1000	1	C00037	C00037
Fusobacterium_gonidiaformans_ATCC_25563	GLYt4r	gly[e]	na1[c]	1	1	0.2	-1000	1000	1	C00037	C01330
Fusobacterium_gonidiaformans_ATCC_25563	HISt2r	his_L[e]	h[c]	1	1	0.2	-1000	1000	1	C00135	C00282
Fusobacterium_gonidiaformans_ATCC_25563	HISt2r	his_L[e]	his_L[c]	1	1	0.2	-1000	1000	1	C00135	C00135
Fusobacterium_gonidiaformans_ATCC_25563	HYXNt	hxan[e]	hxan[c]	1	1	0.2	-1000	1000	1	C00262	C00262
Fusobacterium_gonidiaformans_ATCC_25563	ILEabc	ile_L[e]	h[c]	1	1	0.2	0	1000	0	C00407	C00282
Fusobacterium_gonidiaformans_ATCC_25563	ILEabc	ile_L[e]	adp[c]	1	1	0.2	0	1000	0	C00407	C00008
Fusobacterium_gonidiaformans_ATCC_25563	ILEabc	ile_L[e]	pi[c]	1	1	0.2	0	1000	0	C00407	C00009
Fusobacterium_gonidiaformans_ATCC_25563	ILEabc	ile_L[e]	ile_L[c]	1	1	0.2	0	1000	0	C00407	C00407
Fusobacterium_gonidiaformans_ATCC_25563	ILEt2r	ile_L[e]	h[c]	1	1	0.2	-1000	1000	1	C00407	C00282
Fusobacterium_gonidiaformans_ATCC_25563	ILEt2r	ile_L[e]	ile_L[c]	1	1	0.2	-1000	1000	1	C00407	C00407
Fusobacterium_gonidiaformans_ATCC_25563	LEUabc	leu_L[e]	h[c]	1	1	0.2	0	1000	0	C00123	C00282
Fusobacterium_gonidiaformans_ATCC_25563	LEUabc	leu_L[e]	adp[c]	1	1	0.2	0	1000	0	C00123	C00008
Fusobacterium_gonidiaformans_ATCC_25563	LEUabc	leu_L[e]	pi[c]	1	1	0.2	0	1000	0	C00123	C00009
Fusobacterium_gonidiaformans_ATCC_25563	LEUabc	leu_L[e]	leu_L[c]	1	1	0.2	0	1000	0	C00123	C00123
Fusobacterium_gonidiaformans_ATCC_25563	LEUt2r	leu_L[e]	h[c]	1	1	0.2	-1000	1000	1	C00123	C00282
Fusobacterium_gonidiaformans_ATCC_25563	LEUt2r	leu_L[e]	leu_L[c]	1	1	0.2	-1000	1000	1	C00123	C00123
Fusobacterium_gonidiaformans_ATCC_25563	LYSt3r	h[e]	lys_L[e]	1	1	0.2	-1000	1000	1	C00282	C00047
Fusobacterium_gonidiaformans_ATCC_25563	LYSt3r	lys_L[c]	lys_L[e]	1	1	0.2	-1000	1000	1	C00047	C00047
Fusobacterium_gonidiaformans_ATCC_25563	METabc	met_L[e]	h[c]	1	1	0.2	0	1000	0	C00073	C00282
Fusobacterium_gonidiaformans_ATCC_25563	METabc	met_L[e]	adp[c]	1	1	0.2	0	1000	0	C00073	C00008
Fusobacterium_gonidiaformans_ATCC_25563	METabc	met_L[e]	pi[c]	1	1	0.2	0	1000	0	C00073	C00009
Fusobacterium_gonidiaformans_ATCC_25563	METabc	met_L[e]	met_L[c]	1	1	0.2	0	1000	0	C00073	C00073
Fusobacterium_gonidiaformans_ATCC_25563	NACUP	nac[e]	nac[c]	1	1	0.2	0	1000	0	C00253	C00253
Fusobacterium_gonidiaformans_ATCC_25563	PNTOt4	pnto_R[e]	na1[c]	1	1	0.2	0	1000	0	C00864	C01330
Fusobacterium_gonidiaformans_ATCC_25563	PNTOt4	pnto_R[e]	pnto_R[c]	1	1	0.2	0	1000	0	C00864	C00864
Fusobacterium_gonidiaformans_ATCC_25563	PPAt2r	h[c]	ppa[e]	1	1	0.2	-1000	1000	1	C00282	C00163
Fusobacterium_gonidiaformans_ATCC_25563	PPAt2r	ppa[c]	ppa[e]	1	1	0.2	-1000	1000	1	C00163	C00163
Fusobacterium_gonidiaformans_ATCC_25563	PROt4r	pro_L[e]	na1[c]	1	1	0.2	-1000	1000	1	C00148	C01330
Fusobacterium_gonidiaformans_ATCC_25563	PROt4r	pro_L[e]	pro_L[c]	1	1	0.2	-1000	1000	1	C00148	C00148
Fusobacterium_gonidiaformans_ATCC_25563	PTRCabc	ptrc[e]	h[c]	1	1	0.2	0	1000	0	C00134	C00282
Fusobacterium_gonidiaformans_ATCC_25563	PTRCabc	ptrc[e]	adp[c]	1	1	0.2	0	1000	0	C00134	C00008
Fusobacterium_gonidiaformans_ATCC_25563	PTRCabc	ptrc[e]	pi[c]	1	1	0.2	0	1000	0	C00134	C00009
Fusobacterium_gonidiaformans_ATCC_25563	PTRCabc	ptrc[e]	ptrc[c]	1	1	0.2	0	1000	0	C00134	C00134
Fusobacterium_gonidiaformans_ATCC_25563	SPMDabc	spmd[e]	h[c]	1	1	0.2	0	1000	0	C00315	C00282
Fusobacterium_gonidiaformans_ATCC_25563	SPMDabc	spmd[e]	adp[c]	1	1	0.2	0	1000	0	C00315	C00008
Fusobacterium_gonidiaformans_ATCC_25563	SPMDabc	spmd[e]	pi[c]	1	1	0.2	0	1000	0	C00315	C00009
Fusobacterium_gonidiaformans_ATCC_25563	SPMDabc	spmd[e]	spmd[c]	1	1	0.2	0	1000	0	C00315	C00315
Fusobacterium_gonidiaformans_ATCC_25563	URAt2	ura[e]	h[c]	1	1	0.2	0	1000	0	C00106	C00282
Fusobacterium_gonidiaformans_ATCC_25563	URAt2	ura[e]	ura[c]	1	1	0.2	0	1000	0	C00106	C00106
Fusobacterium_gonidiaformans_ATCC_25563	URIt2r	uri[e]	h[c]	1	1	0.2	-1000	1000	1	C00299	C00282
Fusobacterium_gonidiaformans_ATCC_25563	URIt2r	uri[e]	uri[c]	1	1	0.2	-1000	1000	1	C00299	C00299
Fusobacterium_gonidiaformans_ATCC_25563	VALabc	val_L[e]	h[c]	1	1	0.2	0	1000	0	C00183	C00282
Fusobacterium_gonidiaformans_ATCC_25563	VALabc	val_L[e]	adp[c]	1	1	0.2	0	1000	0	C00183	C00008
Fusobacterium_gonidiaformans_ATCC_25563	VALabc	val_L[e]	pi[c]	1	1	0.2	0	1000	0	C00183	C00009
Fusobacterium_gonidiaformans_ATCC_25563	VALabc	val_L[e]	val_L[c]	1	1	0.2	0	1000	0	C00183	C00183
Fusobacterium_gonidiaformans_ATCC_25563	VALt2r	val_L[e]	h[c]	1	1	0.2	-1000	1000	1	C00183	C00282
Fusobacterium_gonidiaformans_ATCC_25563	VALt2r	val_L[e]	val_L[c]	1	1	0.2	-1000	1000	1	C00183	C00183
Fusobacterium_gonidiaformans_ATCC_25563	r1144	glu_L[e]	glu_L[c]	1	1	0.2	0	1000	0	C00025	C00025
Fusobacterium_gonidiaformans_ATCC_25563	r1144	glu_L[e]	na1[c]	1	1	0.2	0	1000	0	C00025	C01330
Fusobacterium_gonidiaformans_ATCC_25563	r1667	arg_L[e]	arg_L[c]	1	1	0.2	-1000	1000	1	C00062	C00062
Fusobacterium_gonidiaformans_ATCC_25563	r1667	arg_L[e]	orn[e]	1	1	0.2	-1000	1000	1	C00062	C00077
Fusobacterium_gonidiaformans_ATCC_25563	r1667	orn[c]	orn[e]	1	1	0.2	-1000	1000	1	C00077	C00077
Fusobacterium_nucleatum_subsp_animalis_7_1	ARGt2	arg_L[e]	h[c]	1	1	0.2	0	1000	0	C00062	C00282
