databaseID	Organism	AGORA_ID
GCF_000829295.1_ASM82929v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157095.1_Bifido_01_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157195.1_Bifido_02_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157145.1_Bifido_03_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157085.1_Bifido_04_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157115.1_Bifido_05_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157155.1_Bifido_06_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157055.1_Bifido_09_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157165.1_Bifido_12_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157075.1_Bifido_S1_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157065.1_PC1_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900157185.1_PC4_v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_000185665.1_ASM18566v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_000730205.1_ASM73020v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_001293145.1_ASM129314v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_001546275.1_ASM154627v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_001595465.1_ASM159546v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_001719085.1_ASM171908v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900104835.1_IMG-taxon_2634166334_annotated_assembly	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_900103055.1_IMG-taxon_2636416037_annotated_assembly	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002076095.1_Bbif1886B	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002076015.1_Bbif1890B	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002075935.1_Bbif1897B	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002075875.1_Bbif1898B	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002276185.1_ASM227618v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833315.1_ASM283331v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833205.1_ASM283320v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833185.1_ASM283318v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833175.1_ASM283317v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833285.1_ASM283328v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833135.1_ASM283313v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833115.1_ASM283311v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833125.1_ASM283312v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833265.1_ASM283326v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833075.1_ASM283307v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833055.1_ASM283305v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833065.1_ASM283306v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833035.1_ASM283303v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002832985.1_ASM283298v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002832955.1_ASM283295v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833015.1_ASM283301v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002832945.1_ASM283294v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833255.1_ASM283325v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002832995.1_ASM283299v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002833215.1_ASM283321v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_002861445.1_ASM286144v1	Bifidobacterium longum longum JCM 1217	Bifidobacterium_longum_longum_JCM_1217
GCF_000009545.1_ASM954v1	Streptococcus uberis 0140J	Streptococcus_uberis_0140J
GCF_000203855.3_ASM20385v3	Lactobacillus plantarum WCFS1	Lactobacillus_plantarum_WCFS1
GCF_000196095.1_ASM19609v1	Vibrio parahaemolyticus RIMD 2210633	Vibrio_parahaemolyticus_RIMD_2210633
GCF_000407045.1_Ente_faec_V583_V1	Enterococcus faecalis V583	Enterococcus_faecalis_V583
GCF_000407045.1_Ente_faec_V583_V1	Enterococcus faecalis V583	Enterococcus_faecalis_V583
GCF_000407305.1_Ente_faec_V583_V2	Enterococcus faecalis V583	Enterococcus_faecalis_V583
GCF_000407305.1_Ente_faec_V583_V2	Enterococcus faecalis V583	Enterococcus_faecalis_V583
GCF_000007785.1_ASM778v1	Enterococcus faecalis V583	Enterococcus_faecalis_V583
GCF_000011065.1_ASM1106v1	Bacteroides thetaiotaomicron VPI-5482	Bacteroides_thetaiotaomicron_VPI_5482
GCF_000007585.1_ASM758v1	Porphyromonas gingivalis W83	Porphyromonas_gingivalis_W83
GCF_000261025.1_ASM26102v1	Prevotella intermedia 17	Prevotella_intermedia_17
GCF_000148585.1_ASM14858v1	Streptococcus mitis NCTC 12261	Streptococcus_mitis_NCTC_12261
GCF_000008065.1_ASM806v1	Lactobacillus johnsonii NCC 533	Lactobacillus_johnsonii_NCC_533
GCF_000011825.1_ASM1182v1	Streptococcus thermophilus LMG 18311	Streptococcus_thermophilus_LMG_18311
GCF_000025925.1_ASM2592v1	Prevotella ruminicola 23	Prevotella_ruminicola_23
GCF_000008285.1_ASM828v1	Listeria monocytogenes 4b F2365	Listeria_monocytogenes_4b_F2365
GCF_000008345.1_ASM834v1	Propionibacterium acnes KPA171202	Propionibacterium_acnes_KPA171202
GCF_000011145.1_ASM1114v1	Bacillus halodurans C-125	Bacillus_halodurans_C_125
GCF_000025985.1_ASM2598v1	Bacteroides fragilis NCTC 9343	Bacteroides_fragilis_NCTC_9343
GCF_000011985.1_ASM1198v1	Lactobacillus acidophilus NCFM	Lactobacillus_acidophilus_NCFM
GCF_000007005.1_ASM700v1	Sulfolobus solfataricus P2	Sulfolobus_solfataricus_P2
GCF_000014505.1_ASM1450v1	Pediococcus pentosaceus ATCC 25745	Pediococcus_pentosaceus_ATCC_25745
GCF_000009865.1_ASM986v1	Staphylococcus haemolyticus JCSC1435	Staphylococcus_haemolyticus_JCSC1435
GCF_000046685.1_ASM4668v1	Bartonella quintana Toulouse	Bartonella_quintana_Toulouse
GCF_000018045.1_ASM1804v1	Citrobacter koseri ATCC BAA-895	Citrobacter_koseri_ATCC_BAA_895
GCF_000017665.1_ASM1766v1	Cronobacter sakazakii ATCC BAA-894	Cronobacter_sakazakii_ATCC_BAA_894
GCF_000016965.1_ASM1696v1	Clostridium beijerinckii NCIMB 8052	Clostridium_beijerinckii_NCIMB_8052
GCF_000009925.1_ASM992v1	Bacteroides fragilis YCH46	Bacteroides_fragilis_YCH46
GCF_000818055.1_ASM81805v1	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium_animalis_lactis_DSM_10140
GCF_001892925.1_ASM189292v1	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium_animalis_lactis_DSM_10140
GCF_002914815.1_ASM291481v1	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium_animalis_lactis_DSM_10140
GCF_002914895.1_ASM291489v1	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium_animalis_lactis_DSM_10140
GCF_002803775.1_ASM280377v1	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium_animalis_lactis_DSM_10140
GCF_000019205.1_ASM1920v1	Campylobacter lari RM2100	Campylobacter_lari_RM2100
GCF_000026065.1_ASM2606v1	Lactobacillus sakei subsp. sakei 23K	Lactobacillus_sakei_subsp_sakei_23K
GCF_000167575.1_ASM16757v1	Brevibacterium linens BL2	Brevibacterium_linens_BL2
GCF_000014405.1_ASM1440v1	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365
GCF_000014525.1_ASM1452v1	Lactobacillus casei ATCC 334	Lactobacillus_casei_ATCC_334
GCF_000615125.1_ASM61512v1	Lactobacillus gasseri ATCC 33323	Lactobacillus_gasseri_ATCC_33323
GCF_000014425.1_ASM1442v1	Lactobacillus gasseri ATCC 33323	Lactobacillus_gasseri_ATCC_33323
GCF_000220135.1_ASM22013v1	Bifidobacterium breve UCC2003 (NCIMB8807)	Bifidobacterium_breve_UCC2003_NCIMB8807
GCF_000940235.1_2e7A_assembly	Bacteroides intestinalis 341, DSM 17393	Bacteroides_intestinalis_341_DSM_17393
GCF_001578635.1_ASM157863v1	Bacteroides intestinalis 341, DSM 17393	Bacteroides_intestinalis_341_DSM_17393
GCF_000010145.1_ASM1014v1	Lactobacillus fermentum IFO 3956	Lactobacillus_fermentum_IFO_3956
GCF_000010185.1_ASM1018v1	Finegoldia magna ATCC 29328	Finegoldia_magna_ATCC_29328
GCF_000012545.1_ASM1254v1	Methanosphaera stadtmanae DSM 3091	Methanosphaera_stadtmanae_DSM_3091
GCF_000010125.1_ASM1012v1	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305
GCF_001997165.1_ASM199716v1	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305
GCF_000253315.1_ASM25331v1	Streptococcus salivarius JIM8777	Streptococcus_salivarius_JIM8777
GCF_000085865.1_ASM8586v1	Mycoplasma hominis ATCC 23114	Mycoplasma_hominis_ATCC_23114
GCF_000020225.1_ASM2022v1	Akkermansia muciniphila ATCC BAA-835	Akkermansia_muciniphila_ATCC_BAA_835
GCF_000168015.1_ASM16801v1	Yersinia frederiksenii ATCC 33641	Yersinia_frederiksenii_ATCC_33641
GCF_000754805.1_YFB	Yersinia frederiksenii ATCC 33641	Yersinia_frederiksenii_ATCC_33641
GCF_000167975.1_ASM16797v1	Yersinia bercovieri ATCC 43970	Yersinia_bercovieri_ATCC_43970
GCF_000016545.1_ASM1654v1	Enterococcus saccharolyticus DSM8903	Enterococcus_saccharolyticus_DSM8903
GCF_000177335.1_ASM17733v1	Pyramidobacter piscolens W5455	Pyramidobacter_piscolens_W5455
GCF_000010165.1_ASM1016v1	Brevibacillus brevis NBRC 100599	Brevibacillus_brevis_NBRC_100599
GCF_000017725.2_ASM1772v2	Campylobacter concisus 13826	Campylobacter_concisus_13826
GCF_000017465.2_ASM1746v2	Campylobacter curvus 525.92	Campylobacter_curvus_525_92
GCF_000015085.1_ASM1508v1	Campylobacter fetus subsp. fetus 82-40	Campylobacter_fetus_subsp_fetus_82_40
GCF_000017585.1_ASM1758v1	Campylobacter hominis ATCC BAA-381	Campylobacter_hominis_ATCC_BAA_381
GCF_000008925.1_ASM892v1	Lactobacillus salivarius salivarius UCC118	Lactobacillus_salivarius_salivarius_UCC118
GCF_000013265.1_ASM1326v1	Escherichia coli UTI89 (UPEC)	Escherichia_coli_UTI89_UPEC
GCF_000014025.1_ASM1402v1	Arcobacter butzleri RM4018	Arcobacter_butzleri_RM4018
GCF_000010425.1_ASM1042v1	Bifidobacterium adolescentis ATCC 15703	Bifidobacterium_adolescentis_ATCC_15703
GCF_000010285.1_ASM1028v1	Kocuria rhizophila DC2201	Kocuria_rhizophila_DC2201
GCF_000014805.1_ASM1480v1	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas_hydrophila_subsp_hydrophila_ATCC_7966
GCF_000008865.1_ASM886v1	Escherichia coli O157:H7 str. Sakai	Escherichia_coli_O157_H7_str_Sakai
GCF_000014465.1_ASM1446v1	Lactobacillus brevis ATCC 367	Lactobacillus_brevis_ATCC_367
GCF_000014205.1_ASM1420v1	Streptococcus sanguinis SK36	Streptococcus_sanguinis_SK36
GCF_000056065.1_ASM5606v1	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842
GCF_001437195.1_ASM143719v1	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842
GCF_000168575.2_ASM16857v2	Listeria monocytogenes FSL R2-561	Listeria_monocytogenes_FSL_R2_561
GCF_000168595.2_ASM16859v2	Listeria monocytogenes Finland 1988	Listeria_monocytogenes_Finland_1988
GCF_000168635.2_ASM16863v2	Listeria monocytogenes J0161, FSL R2-499	Listeria_monocytogenes_J0161_FSL_R2_499
GCF_000009345.1_ASM934v1	Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia_enterocolitica_subsp_enterocolitica_8081
GCF_000172415.1_ASM17241v1	Paenibacillus graminis C4D1M	Paenibacillus_graminis_C4D1M
GCF_000005825.2_ASM582v2	Bacillus pseudofirmus  OF4	Bacillus_pseudofirmus_OF4
GCF_000155395.1_ASM15539v1	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium_bifidum_NCIMB_41171
GCF_000155395.1_ASM15539v1	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium_bifidum_NCIMB_41171
GCF_000273525.1_PB_Bifi_bifi_NCIMB_41171_V1	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium_bifidum_NCIMB_41171
GCF_000273525.1_PB_Bifi_bifi_NCIMB_41171_V1	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium_bifidum_NCIMB_41171
GCF_000379145.1_ASM37914v1	Bradyrhizobium elkanii USDA 76	Bradyrhizobium_elkanii_USDA_76
GCF_000018665.1_ASM1866v1	Delftia acidovorans SPH-1	Delftia_acidovorans_SPH_1
GCF_000747315.1_ASM74731v1	Corynebacterium ureicelerivorans	Corynebacterium_ureicelerivorans
GCF_000021305.1_ASM2130v1	Bacillus cereus G9842	Bacillus_cereus_G9842
GCF_000021225.1_ASM2122v1	Bacillus cereus AH187 (F4810/72)	Bacillus_cereus_AH187_F4810_72
GCF_000015385.1_ASM1538v1	Lactobacillus helveticus DPC 4571	Lactobacillus_helveticus_DPC_4571
GCF_000010385.1_ASM1038v1	Escherichia coli SE11	Escherichia_coli_SE11
GCF_000153905.1_ASM15390v1	Blautia obeum ATCC 29174	Blautia_obeum_ATCC_29174
GCF_000153925.1_ASM15392v1	Ruminococcus torques ATCC 27756	Ruminococcus_torques_ATCC_27756
GCF_000169235.1_ASM16923v1	Dorea formicigenerans ATCC 27755	Dorea_formicigenerans_ATCC_27755
GCF_000154065.1_ASM15406v1	Dorea longicatena DSM 13814	Dorea_longicatena_DSM_13814
GCF_000153885.1_ASM15388v1	Eubacterium ventriosum ATCC 27560	Eubacterium_ventriosum_ATCC_27560
GCF_000156375.1_ASM15637v1	Desulfovibrio piger ATCC 29098	Desulfovibrio_piger_ATCC_29098
GCF_000154405.1_ASM15440v1	Parvimonas micra ATCC 33270	Parvimonas_micra_ATCC_33270
GCF_000154225.1_ASM15422v1	Actinomyces odontolyticus ATCC 17982	Actinomyces_odontolyticus_ATCC_17982
GCF_000169255.2_ASM16925v2	Pseudoflavonifractor capillosus strain ATCC 29799	Pseudoflavonifractor_capillosus_strain_ATCC_29799
GCF_000154505.1_ASM15450v1	Clostridium scindens ATCC 35704	Clostridium_scindens_ATCC_35704
GCF_000173975.1_ASM17397v1	Eubacterium hallii DSM 3353	Eubacterium_hallii_DSM_3353
GCF_000169475.1_ASM16947v1	Ruminococcus gnavus ATCC 29149	Ruminococcus_gnavus_ATCC_29149
GCF_002959615.1_ASM295961v1	Ruminococcus gnavus ATCC 29149	Ruminococcus_gnavus_ATCC_29149
GCF_000157955.1_ASM15795v1	Subdoligranulum variabile DSM 15176	Subdoligranulum_variabile_DSM_15176
GCF_000466485.1_ASM46648v1	Clostridium symbiosum ATCC 14940	Clostridium_symbiosum_ATCC_14940
GCF_000468015.1_ASM46801v1	Ruminococcus callidus ATCC 2776001	Ruminococcus_callidus_ATCC_2776001
GCF_000154425.1_ASM15442v1	Coprococcus eutactus ATCC 27759	Coprococcus_eutactus_ATCC_27759
GCF_000239295.1_ASM23929v1	Flavonifractor plautii ATCC 29863	Flavonifractor_plautii_ATCC_29863
GCF_000154125.1_ASM15412v1	Bacteroides ovatus ATCC 8483	Bacteroides_ovatus_ATCC_8483
GCF_000154105.1_ASM15410v1	Parabacteroides merdae ATCC 43184	Parabacteroides_merdae_ATCC_43184
GCF_000154205.1_ASM15420v1	Bacteroides uniformis ATCC 8492	Bacteroides_uniformis_ATCC_8492
GCF_000154545.1_ASM15454v1	Clostridium sp. SS2/1	Clostridium_sp_SS2_1
GCF_000154385.1_ASM15438v1	Faecalibacterium prausnitzii M21/2	Faecalibacterium_prausnitzii_M21_2
GCF_000159055.1_ASM15905v1	Clostridium sp. 7_2_43FAA	Clostridium_sp_7_2_43FAA
GCF_000154245.1_ASM15424v1	Clostridium sp M62/1	Clostridium_sp_M62_1
GCF_000154305.1_ASM15430v1	Anaerostipes caccae DSM 14662	Anaerostipes_caccae_DSM_14662
GCF_000169015.1_ASM16901v1	Bacteroides caccae ATCC 43185	Bacteroides_caccae_ATCC_43185
GCF_000154365.1_ASM15436v1	Clostridium bolteae ATCC BAA-613	Clostridium_bolteae_ATCC_BAA_613
GCF_000169035.1_ASM16903v1	Collinsella aerofaciens ATCC 25986	Collinsella_aerofaciens_ATCC_25986
GCF_000063585.1_ASM6358v1	Clostridium botulinum A str. ATCC 3502	Clostridium_botulinum_A_str_ATCC_3502
GCF_000015885.1_ASM1588v1	Actinobacillus pleuropneumoniae L20	Actinobacillus_pleuropneumoniae_L20
GCF_000016525.1_ASM1652v1	Methanobrevibacter smithii ATCC 35061	Methanobrevibacter_smithii_ATCC_35061
GCF_000269925.1_ASM26992v1	Lactococcus garvieae ATCC 49156	Lactococcus_garvieae_ATCC_49156
GCF_000407125.1_Lact_garv_ATCC49156_V1	Lactococcus garvieae ATCC 49156	Lactococcus_garvieae_ATCC_49156
GCF_000407125.1_Lact_garv_ATCC49156_V1	Lactococcus garvieae ATCC 49156	Lactococcus_garvieae_ATCC_49156
GCF_000407645.1_Lact_garv_ATCC49156_V2	Lactococcus garvieae ATCC 49156	Lactococcus_garvieae_ATCC_49156
GCF_000407645.1_Lact_garv_ATCC49156_V2	Lactococcus garvieae ATCC 49156	Lactococcus_garvieae_ATCC_49156
GCF_000019725.1_ASM1972v1	Methylobacterium radiotolerans JCM 2831	Methylobacterium_radiotolerans_JCM_2831
GCF_000154345.1_ASM15434v1	Clostridium leptum DSM 753	Clostridium_leptum_DSM_753
GCF_002556665.1_ASM255666v1	Clostridium leptum DSM 753	Clostridium_leptum_DSM_753
GCF_000154805.1_ASM15480v1	Clostridium spiroforme DSM 1552	Clostridium_spiroforme_DSM_1552
GCF_000154285.1_ASM15428v1	Eubacterium dolichum DSM 3991	Eubacterium_dolichum_DSM_3991
GCF_000154325.1_ASM15432v1	Eubacterium siraeum DSM 15702	Eubacterium_siraeum_DSM_15702
GCF_000382085.1_ASM38208v1	Eubacterium siraeum DSM 15702	Eubacterium_siraeum_DSM_15702
GCF_000012825.1_ASM1282v1	Bacteroides vulgatus ATCC 8482	Bacteroides_vulgatus_ATCC_8482
GCF_000012845.1_ASM1284v1	Parabacteroides distasonis ATCC 8503	Parabacteroides_distasonis_ATCC_8503
GCF_000239695.1_Acti_grae_C83_V1	Actinomyces graevenitzii  C83	Actinomyces_graevenitzii_C83
GCF_000183685.1_ASM18368v1	Staphylococcus hominis subsp. hominis C80	Staphylococcus_hominis_subsp_hominis_C80
GCF_000183705.1_ASM18370v1	Staphylococcus caprae C87	Staphylococcus_caprae_C87
GCF_000017405.1_ASM1740v1	Ochrobactrum anthropi ATCC 49188	Ochrobactrum_anthropi_ATCC_49188
GCF_000155915.2_Lacto_jensenii_1153_V2	Lactobacillus jensenii 1153	Lactobacillus_jensenii_1153
GCF_000019945.1_ASM1994v1	Methylobacterium populi BJ001	Methylobacterium_populi_BJ001
GCF_000017025.1_ASM1702v1	Clostridium botulinum A str. ATCC 19397	Clostridium_botulinum_A_str_ATCC_19397
GCF_000017045.1_ASM1704v1	Clostridium botulinum A str. Hall	Clostridium_botulinum_A_str_Hall
GCF_000021425.1_ASM2142v1	Bifidobacterium animalis lactis AD011	Bifidobacterium_animalis_lactis_AD011
GCF_000171075.1_ASM17107v1	Clostridium botulinum Bf	Clostridium_botulinum_Bf
GCF_000154465.1_ASM15446v1	Alistipes putredinis DSM 17216	Alistipes_putredinis_DSM_17216
GCF_000154825.1_ASM15482v1	Anaerofustis stercorihominis DSM 17244	Anaerofustis_stercorihominis_DSM_17244
GCF_000154565.1_ASM15456v1	Anaerotruncus colihominis DSM 17241	Anaerotruncus_colihominis_DSM_17241
GCF_000154445.1_ASM15444v1	Clostridium bartlettii DSM 16795	Clostridium_bartlettii_DSM_16795
GCF_900167285.1_IMG-taxon_2585428074_annotated_assembly	Clostridium bartlettii DSM 16795	Clostridium_bartlettii_DSM_16795
GCF_000156215.1_ASM15621v1	Collinsella stercoris DSM 13279	Collinsella_stercoris_DSM_13279
GCF_000154525.1_ASM15452v1	Bacteroides stercoris ATCC 43183	Bacteroides_stercoris_ATCC_43183
GCF_000163735.1_ASM16373v1	Veillonella sp. 6_1_27	Veillonella_sp_6_1_27
GCF_000173795.1_ASM17379v1	Catenibacterium mitsuokai DSM 15897	Catenibacterium_mitsuokai_DSM_15897
GCF_000218365.1_Bacteroides_sp_1_1_30_V1	Bacteroides sp. 1_1_30	Bacteroides_sp_1_1_30
GCF_000157035.2_Bacteroides_sp_2_1_7_V2	Bacteroides sp. 2_1_7	Bacteroides_sp_2_1_7
GCF_000162555.1_ASM16255v1	Bacteroides sp. 3_1_23	Bacteroides_sp_3_1_23
GCF_000162195.1_ASM16219v1	Bacteroides sp. 3_1_33FAA	Bacteroides_sp_3_1_33FAA
GCF_000159855.2_Bact_sp_3_2_5_V2	Bacteroides sp. 3_2_5	Bacteroides_sp_3_2_5
GCF_000185585.1_ASM18558v1	Bacteroides sp. 4_1_36	Bacteroides_sp_4_1_36
GCF_000158515.2_Bacteroides_sp_4_3_47FAA_V2	Bacteroides sp. 4_3_47FAA	Bacteroides_sp_4_3_47FAA
GCF_000157075.2_Bact_sp_9_1_42FAA_V2	Bacteroides sp. 9_1_42FAA	Bacteroides_sp_9_1_42FAA
GCF_000158375.2_Clostridium_sp_7_2_43FAA_V2	Clostridium sp. L2-50	Clostridium_sp_L2_50
GCF_000145315.2_Desulfovibrio_sp3_1_syn3_V2	Desulfovibrio sp. 3_1_syn3	Desulfovibrio_sp_3_1_syn3
GCF_000159895.2_Escherichia_sp_1_1_43_V2	Escherichia sp. 1_1_43	Escherichia_sp_1_1_43
GCF_000158415.2_Escherichia_sp_4_1_40B_V2	Escherichia sp. 4_1_40B	Escherichia_sp_4_1_40B
GCF_000158275.2_ASM15827v2	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium_nucleatum_subsp_animalis_7_1
GCF_000158275.2_ASM15827v2	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium_nucleatum_subsp_animalis_7_1
GCF_000273625.1_PB_Fuso_sp_7_1_V1	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium_nucleatum_subsp_animalis_7_1
GCF_000273625.1_PB_Fuso_sp_7_1_V1	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium_nucleatum_subsp_animalis_7_1
GCF_000159975.2_Ruminococus_sp_5_1_39B_FAA_V2	Ruminococcus sp. 5_1_39BFAA	Ruminococcus_sp_5_1_39BFAA
GCF_000163715.1_ASM16371v1	Veillonella sp. 3_1_44	Veillonella_sp_3_1_44
GCF_000155435.1_ASM15543v1	Clostridiales sp. 1_7_47FAA	Clostridiales_sp_1_7_47FAA
GCF_000157015.1_ASM15701v1	Bacteroides fragilis 3_1_12	Bacteroides_fragilis_3_1_12
GCF_000180435.1_ASM18043v1	Micrococcus luteus NCTC 2665	Micrococcus_luteus_NCTC_2665
GCF_000023205.1_ASM2320v1	Micrococcus luteus NCTC 2665	Micrococcus_luteus_NCTC_2665
GCF_000017005.1_ASM1700v1	Streptococcus gordonii str. Challis substr. CH1	Streptococcus_gordonii_str_Challis_substr_CH1
GCF_000023845.1_ASM2384v1	Cryptobacterium curtum DSM 15641	Cryptobacterium_curtum_DSM_15641
GCF_000162155.1_ASM16215v1	Bacteroides sp. 2_1_22	Bacteroides_sp_2_1_22
GCF_000162175.1_ASM16217v1	Bacteroides sp. 2_1_33B	Bacteroides_sp_2_1_33B
GCF_000157055.1_ASM15705v1	Bacteroides sp. 2_2_4	Bacteroides_sp_2_2_4
GCF_000162535.1_ASM16253v1	Bacteroides sp. 20_3	Bacteroides_sp_20_3
GCF_000163655.1_ASM16365v1	Bacteroides sp. 3_1_19	Bacteroides_sp_3_1_19
GCF_000186105.1_Bacteroides_sp_3_1_40A_V1	Bacteroides sp. 3_1_40A	Bacteroides_sp_3_1_40A
GCF_000158215.3_Fuso_sp_2_1_31_V3	Fusobacterium periodonticum 2_1_31	Fusobacterium_periodonticum_2_1_31
GCF_000163915.2_ASM16391v2	Fusobacterium nucleatum subsp. vincentii 3_1_27	Fusobacterium_nucleatum_subsp_vincentii_3_1_27
GCF_000162355.2_Fuso_sp_3_1_33_V2	Fusobacterium nucleatum subsp. animalis 3_1_33	Fusobacterium_nucleatum_subsp_animalis_3_1_33
GCF_000162235.2_ASM16223v2	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2
GCF_000158235.1_ASM15823v1	Fusobacterium gonidiaformans 3-1-5R	Fusobacterium_gonidiaformans_3_1_5R
GCF_000158255.2_Fuso_sp_4_1_13_V2	Fusobacterium nucleatum subsp. vincentii 4_1_13	Fusobacterium_nucleatum_subsp_vincentii_4_1_13
GCF_000400875.1_ASM40087v1	Fusobacterium sp. 4_8	Fusobacterium_sp_4_8
GCF_000161955.2_Strept_sp_2_1_36FAA_V2	Streptococcus sp. 2_1_36FAA	Streptococcus_sp_2_1_36FAA
GCF_000144975.1_ASM14497v1	Burkholderiales bacterium 1_1_47	Burkholderiales_bacterium_1_1_47
